symbol,value,unit,variant_id,product_id
S,36,mm,9619,959
d,10,mm,8911,960
e,1.2,mm,8911,960
SDR,9,,8911,960
d,16,mm,8912,960
e,1.8,mm,8912,960
SDR,9,,8912,960
d,20,mm,8913,960
e,2.3,mm,8913,960
SDR,9,,8913,960
d,25,mm,8914,960
e,2.8,mm,8914,960
SDR,9,,8914,960
d,50,mm,8915,960
e,5.6,mm,8915,960
SDR,9,,8915,960
d,40,mm,9620,961
Gewinde,R,,9620,961
Zoll,1/2,inch,9620,961
PN,10,bar,9620,961
z1,"17,0",mm,9620,961
z2,"12,4",mm,9620,961
L,"63,2",mm,9620,961
S,25,mm,9620,961
d,50,mm,9621,961
Gewinde,R,,9621,961
Zoll,1/2,inch,9621,961
PN,10,bar,9621,961
z1,"17,0",mm,9621,961
z2,"12,5",mm,9621,961
L,"69,2",mm,9621,961
S,25,mm,9621,961
d,50,mm,9622,961
Gewinde,R,,9622,961
Zoll,3/4,inch,9622,961
PN,10,bar,9622,961
z1,"18,5",mm,9622,961
z2,"13,0",mm,9622,961
L,"72,9",mm,9622,961
S,30,mm,9622,961
d,63,mm,9623,961
Gewinde,R,,9623,961
Zoll,1/2,inch,9623,961
PN,10,bar,9623,961
z1,"17,0",mm,9623,961
z2,"7,1",mm,9623,961
L,"81,2",mm,9623,961
S,25,mm,9623,961
d,63,mm,9624,961
Gewinde,R,,9624,961
Zoll,3/4,inch,9624,961
PN,10,bar,9624,961
z1,"18,5",mm,9624,961
z2,"13,0",mm,9624,961
L,"84,9",mm,9624,961
S,30,mm,9624,961
d,63,mm,9625,961
Gewinde,R,,9625,961
Zoll,1,inch,9625,961
PN,10,bar,9625,961
z1,"21,5",mm,9625,961
z2,"18,9",mm,9625,961
L,"89,7",mm,9625,961
S,36,mm,9625,961
d,10,mm,9631,962
d1,6,mm,9631,962
D,12,mm,9631,962
L,51,mm,9631,962
d,12,mm,9632,962
d1,6,mm,9632,962
D,12,mm,9632,962
L,51,mm,9632,962
d,16,mm,9633,962
d1,8,mm,9633,962
D,16,mm,9633,962
L,57,mm,9633,962
d,20,mm,9634,962
d1,11,mm,9634,962
D,22,mm,9634,962
L,73,mm,9634,962
d,6,mm,9237,963
PN,16,bar,9237,963
z,4,mm,9237,963
D,11,mm,9237,963
L,16,mm,9237,963
d,8,mm,9238,963
PN,16,bar,9238,963
z,5,mm,9238,963
D,13,mm,9238,963
L,17,mm,9238,963
d,10,mm,9239,963
PN,16,bar,9239,963
z,6,mm,9239,963
D,16,mm,9239,963
L,18,mm,9239,963
d,12,mm,9240,963
PN,16,bar,9240,963
z,7,mm,9240,963
D,19,mm,9240,963
L,19,mm,9240,963
d,16,mm,9241,963
PN,16,bar,9241,963
z,9,mm,9241,963
D,21,mm,9241,963
L,23,mm,9241,963
d,20,mm,9242,963
PN,16,bar,9242,963
z,11,mm,9242,963
D,25,mm,9242,963
L,27,mm,9242,963
d,25,mm,9243,963
PN,16,bar,9243,963
z,14,mm,9243,963
D,31,mm,9243,963
L,33,mm,9243,963
d,32,mm,9244,963
PN,16,bar,9244,963
z,17,mm,9244,963
D,38,mm,9244,963
L,39,mm,9244,963
d,40,mm,9245,963
PN,16,bar,9245,963
z,23,mm,9245,963
D,48,mm,9245,963
L,49,mm,9245,963
d,50,mm,9246,963
PN,16,bar,9246,963
z,26,mm,9246,963
D,58,mm,9246,963
L,57,mm,9246,963
d,63,mm,9247,963
PN,16,bar,9247,963
z,33,mm,9247,963
D,73,mm,9247,963
L,71,mm,9247,963
d,75,mm,9248,963
PN,16,bar,9248,963
z,39,mm,9248,963
D,87,mm,9248,963
L,83,mm,9248,963
d,90,mm,9249,963
PN,16,bar,9249,963
z,46,mm,9249,963
D,105,mm,9249,963
L,97,mm,9249,963
d,110,mm,9250,963
PN,16,bar,9250,963
z,55,mm,9250,963
D,127,mm,9250,963
L,116,mm,9250,963
d,125,mm,9251,963
PN,16,bar,9251,963
z,66,mm,9251,963
D,151,mm,9251,963
L,135,mm,9251,963
d,140,mm,9252,963
PN,16,bar,9252,963
z,71,mm,9252,963
D,169,mm,9252,963
L,147,mm,9252,963
d,160,mm,9253,963
PN,16,bar,9253,963
z,81,mm,9253,963
D,193,mm,9253,963
L,167,mm,9253,963
d,200,mm,9254,963
PN,10,bar,9254,963
z,101,mm,9254,963
D,225,mm,9254,963
L,207,mm,9254,963
d,225,mm,9255,963
PN,10,bar,9255,963
z,114,mm,9255,963
D,256,mm,9255,963
L,233,mm,9255,963
d,250,mm,9256,963
PN,10,bar,9256,963
z,132,mm,9256,963
D,282,mm,9256,963
L,263,mm,9256,963
d,280,mm,9257,963
PN,10,bar,9257,963
z,152,mm,9257,963
D,318,mm,9257,963
L,298,mm,9257,963
d,315,mm,9258,963
PN,6,bar,9258,963
z,168,mm,9258,963
D,356,mm,9258,963
L,332,mm,9258,963
d,400,mm,9259,963
PN,6,bar,9259,963
z,214,mm,9259,963
D,442,mm,9259,963
L,420,mm,9259,963
d,10,mm,9635,964
D,8,mm,9635,964
L,47,mm,9635,964
d,12,mm,9636,964
D,12,mm,9636,964
L,51,mm,9636,964
d,16,mm,9637,964
D,16,mm,9637,964
L,57,mm,9637,964
d,20,mm,9638,964
D,20,mm,9638,964
L,73,mm,9638,964
d,25,mm,9639,964
D,25,mm,9639,964
L,79,mm,9639,964
d,32,mm,9640,964
D,30,mm,9640,964
L,89,mm,9640,964
d,32,mm,9641,964
D,32,mm,9641,964
L,89,mm,9641,964
d,40,mm,9642,964
D,40,mm,9642,964
L,100,mm,9642,964
d,50,mm,9643,964
D,50,mm,9643,964
L,105,mm,9643,964
d,63,mm,9644,964
D,60,mm,9644,964
L,120,mm,9644,964
d,16,mm,9586,965
z,31,mm,9586,965
d,20,mm,9587,965
z,35,mm,9587,965
d,25,mm,9588,965
z,40,mm,9588,965
d,32,mm,9589,965
z,46,mm,9589,965
d,40,mm,9596,966
Gewinde,Rp,,9596,966
Zoll,½,inch,9596,966
PN,10,bar,9596,966
Gewicht,"0,279",kg,9596,966
z1,"17,0",mm,9596,966
z2,"12,4",mm,9596,966
L,"48,2",mm,9596,966
S,25,mm,9596,966
d,50,mm,9597,966
Gewinde,Rp,,9597,966
Zoll,½,inch,9597,966
PN,10,bar,9597,966
Gewicht,"0,355",kg,9597,966
z1,"17,0",mm,9597,966
z2,"12,5",mm,9597,966
L,"56,2",mm,9597,966
S,25,mm,9597,966
d,50,mm,9598,966
Gewinde,Rp,,9598,966
Zoll,¾,inch,9598,966
PN,10,bar,9598,966
Gewicht,"0,362",kg,9598,966
z1,"18,5",mm,9598,966
z2,"13,0",mm,9598,966
L,"54,9",mm,9598,966
S,30,mm,9598,966
d,63,mm,9599,966
Gewinde,Rp,,9599,966
Zoll,½,inch,9599,966
PN,10,bar,9599,966
Gewicht,"0,526",kg,9599,966
z1,"17,0",mm,9599,966
z2,"7,1",mm,9599,966
L,"66,2",mm,9599,966
S,25,mm,9599,966
d,63,mm,9600,966
Gewinde,Rp,,9600,966
Zoll,¾,inch,9600,966
PN,10,bar,9600,966
Gewicht,"0,531",kg,9600,966
z1,"18,5",mm,9600,966
z2,"13,0",mm,9600,966
L,"66,9",mm,9600,966
S,30,mm,9600,966
d,63,mm,9601,966
Gewinde,Rp,,9601,966
Zoll,1,inch,9601,966
PN,10,bar,9601,966
Gewicht,"0,542",kg,9601,966
z1,"21,5",mm,9601,966
z2,"18,9",mm,9601,966
L,"70,7",mm,9601,966
S,36,mm,9601,966
Gewinde,Rp,,9661,967
Zoll,⅜,inch,9661,967
PN,10,bar,9661,967
Gewicht,0.016,kg,9661,967
z,9,mm,9661,967
D,23,mm,9661,967
L,23,mm,9661,967
Gewinde,Rp,,9662,967
Zoll,½,inch,9662,967
PN,10,bar,9662,967
Gewicht,0.027,kg,9662,967
z,12,mm,9662,967
D,28,mm,9662,967
L,27,mm,9662,967
Gewinde,Rp,,9663,967
Zoll,¾,inch,9663,967
PN,10,bar,9663,967
Gewicht,0.039,kg,9663,967
z,15,mm,9663,967
D,33,mm,9663,967
L,33,mm,9663,967
Gewinde,Rp,,9664,967
Zoll,1,inch,9664,967
PN,10,bar,9664,967
Gewicht,0.072,kg,9664,967
z,19,mm,9664,967
D,41,mm,9664,967
L,39,mm,9664,967
Gewinde,Rp,,9665,967
Zoll,1 ¼,inch,9665,967
PN,10,bar,9665,967
Gewicht,0.146,kg,9665,967
z,27,mm,9665,967
D,50,mm,9665,967
L,49,mm,9665,967
Gewinde,Rp,,9666,967
Zoll,1 ½,inch,9666,967
PN,10,bar,9666,967
Gewicht,0.267,kg,9666,967
z,36,mm,9666,967
D,62,mm,9666,967
L,60,mm,9666,967
Gewinde,Rp,,9667,967
Zoll,2,inch,9667,967
PN,10,bar,9667,967
Gewicht,0.485,kg,9667,967
z,44,mm,9667,967
D,77,mm,9667,967
L,72,mm,9667,967
z,9,mm,9654,968
D,23,mm,9654,968
L,23,mm,9654,968
z,12,mm,9655,968
D,27,mm,9655,968
L,27,mm,9655,968
z,15,mm,9656,968
D,33,mm,9656,968
L,33,mm,9656,968
z,19,mm,9657,968
D,39,mm,9657,968
L,39,mm,9657,968
z,27,mm,9658,968
D,48,mm,9658,968
L,49,mm,9658,968
z,35,mm,9659,968
D,61,mm,9659,968
L,59,mm,9659,968
z,44,mm,9660,968
D,75,mm,9660,968
L,72,mm,9660,968
d,40,mm,9602,969
Gewinde,R,,9602,969
Zoll,½,inch,9602,969
PN,10,bar,9602,969
z1,"17,0",mm,9602,969
z2,"12,4",mm,9602,969
L,"63,2",mm,9602,969
S,25,mm,9602,969
d,50,mm,9603,969
Gewinde,R,,9603,969
Zoll,½,inch,9603,969
PN,10,bar,9603,969
z1,"17,0",mm,9603,969
z2,"12,5",mm,9603,969
L,"69,2",mm,9603,969
S,25,mm,9603,969
d,50,mm,9604,969
Gewinde,R,,9604,969
Zoll,¾,inch,9604,969
PN,10,bar,9604,969
z1,"18,5",mm,9604,969
z2,"13,0",mm,9604,969
L,"72,9",mm,9604,969
S,30,mm,9604,969
d,63,mm,9605,969
Gewinde,R,,9605,969
Zoll,½,inch,9605,969
PN,10,bar,9605,969
z1,"17,0",mm,9605,969
z2,"7,1",mm,9605,969
L,"81,2",mm,9605,969
S,25,mm,9605,969
d,63,mm,9606,969
Gewinde,R,,9606,969
Zoll,¾,inch,9606,969
PN,10,bar,9606,969
z1,"18,5",mm,9606,969
z2,"13,0",mm,9606,969
L,"84,9",mm,9606,969
S,30,mm,9606,969
d,63,mm,9607,969
Gewinde,R,,9607,969
Zoll,1,inch,9607,969
PN,10,bar,9607,969
z1,"21,5",mm,9607,969
z2,"18,9",mm,9607,969
L,"89,7",mm,9607,969
S,36,mm,9607,969
PN,16,bar,9611,970
Gewinde,R,,9611,970
Zoll,½,Inch,9611,970
D,25,mm,9611,970
d,20,mm,9611,970
D1,40,mm,9611,970
S,25,mm,9611,970
z2,17,mm,9611,970
z1,17,mm,9611,970
L,70,mm,9611,970
PN,16,bar,9612,970
Gewinde,R,,9612,970
Zoll,¾,Inch,9612,970
D,32,mm,9612,970
d,25,mm,9612,970
D1,50,mm,9612,970
S,30,mm,9612,970
z2,19,mm,9612,970
z1,19,mm,9612,970
L,83,mm,9612,970
PN,16,bar,9613,970
Gewinde,R,,9613,970
Zoll,1,Inch,9613,970
D,40,mm,9613,970
d,32,mm,9613,970
D1,59,mm,9613,970
S,36,mm,9613,970
z2,23,mm,9613,970
z1,22,mm,9613,970
L,96,mm,9613,970
Gewinde,R,,9683,971
Zoll,¼,inch,9683,971
L,37,mm,9683,971
s,19,mm,9683,971
Gewinde,R,,9684,971
Zoll,½,inch,9684,971
L,45,mm,9684,971
s,22,mm,9684,971
Gewinde,R,,9685,971
Zoll,¾,inch,9685,971
L,49,mm,9685,971
s,27,mm,9685,971
Gewinde,R,,9686,971
Zoll,1,inch,9686,971
L,57,mm,9686,971
s,36,mm,9686,971
Gewinde,R,,9687,971
Zoll,1 ¼,inch,9687,971
L,62,mm,9687,971
s,46,mm,9687,971
Gewinde,R,,9688,971
Zoll,1 ½,inch,9688,971
L,67,mm,9688,971
s,60,mm,9688,971
Gewinde,R,,9689,971
Zoll,2,inch,9689,971
L,76,mm,9689,971
s,65,mm,9689,971
d,12,mm,9569,972
d1,16,mm,9569,972
z,35,mm,9569,972
z1,23,mm,9569,972
s,27,mm,9569,972
d,16,mm,9570,972
d1,20,mm,9570,972
z,42,mm,9570,972
z1,28,mm,9570,972
s,32,mm,9570,972
d,20,mm,9571,972
d1,25,mm,9571,972
z,47,mm,9571,972
z1,31,mm,9571,972
s,36,mm,9571,972
d,25,mm,9572,972
d1,32,mm,9572,972
z,56,mm,9572,972
z1,35,mm,9572,972
s,46,mm,9572,972
d,32,mm,9573,972
d1,40,mm,9573,972
z,60,mm,9573,972
z1,38,mm,9573,972
s,55,mm,9573,972
d,40,mm,9574,972
d1,50,mm,9574,972
z,66,mm,9574,972
z1,40,mm,9574,972
s,65,mm,9574,972
d,50,mm,9575,972
d1,63,mm,9575,972
z,78,mm,9575,972
z1,47,mm,9575,972
s,80,mm,9575,972
d,12,mm,9629,973
z,4,mm,9629,973
L,27,mm,9629,973
s,22,mm,9629,973
d,16,mm,9630,973
z,7,mm,9630,973
L,36,mm,9630,973
s,32,mm,9630,973
Gewinde,G,,9697,974
Zoll,⅜,Inch,9697,974
PN,10,bar,9697,974
L,21,mm,9697,974
s,22,mm,9697,974
Gewicht,"0,005",kg,9697,974
Gewinde,G,,9698,974
Zoll,½,Inch,9698,974
PN,10,bar,9698,974
L,25,mm,9698,974
s,27,mm,9698,974
Gewicht,"0,010",kg,9698,974
Gewinde,G,,9699,974
Zoll,¾,Inch,9699,974
PN,10,bar,9699,974
L,29,mm,9699,974
s,36,mm,9699,974
Gewicht,"0,018",kg,9699,974
Gewinde,G,,9700,974
Zoll,1,Inch,9700,974
PN,10,bar,9700,974
L,32,mm,9700,974
s,41,mm,9700,974
Gewicht,"0,029",kg,9700,974
Gewinde,G,,9701,974
Zoll,1 ¼,Inch,9701,974
PN,10,bar,9701,974
L,36,mm,9701,974
s,50,mm,9701,974
Gewicht,"0,048",kg,9701,974
Gewinde,G,,9702,974
Zoll,1 ½,Inch,9702,974
PN,10,bar,9702,974
L,37,mm,9702,974
s,60,mm,9702,974
Gewicht,"0,070",kg,9702,974
Gewinde,G,,9703,974
Zoll,2,Inch,9703,974
PN,10,bar,9703,974
L,42,mm,9703,974
s,75,mm,9703,974
Gewicht,"0,120",kg,9703,974
d,16,mm,9735,975
d1,12,mm,9735,975
PN,16,bar,9735,975
G,3/8,inch,9735,975
z1,22,mm,9735,975
z2,10,mm,9735,975
z3,24,mm,9735,975
D,35,mm,9735,975
L1,36,mm,9735,975
L2,24,mm,9735,975
d,16,mm,9736,975
d1,12,mm,9736,975
PN,16,bar,9736,975
G,3/8,inch,9736,975
z1,22,mm,9736,975
z2,10,mm,9736,975
z3,24,mm,9736,975
D,35,mm,9736,975
L1,36,mm,9736,975
L2,24,mm,9736,975
d,20,mm,9737,975
d1,16,mm,9737,975
PN,16,bar,9737,975
G,1,inch,9737,975
z1,24,mm,9737,975
z2,10,mm,9737,975
z3,26,mm,9737,975
D,43,mm,9737,975
L1,40,mm,9737,975
L2,26,mm,9737,975
d,20,mm,9738,975
d1,16,mm,9738,975
PN,16,bar,9738,975
G,1,inch,9738,975
z1,24,mm,9738,975
z2,10,mm,9738,975
z3,26,mm,9738,975
D,43,mm,9738,975
L1,40,mm,9738,975
L2,26,mm,9738,975
d,25,mm,9739,975
d1,20,mm,9739,975
PN,16,bar,9739,975
G,1 1/4,inch,9739,975
z1,25,mm,9739,975
z2,10,mm,9739,975
z3,28,mm,9739,975
D,51,mm,9739,975
L1,44,mm,9739,975
L2,29,mm,9739,975
d,25,mm,9740,975
d1,20,mm,9740,975
PN,16,bar,9740,975
G,1 1/4,inch,9740,975
z1,25,mm,9740,975
z2,10,mm,9740,975
z3,28,mm,9740,975
D,51,mm,9740,975
L1,44,mm,9740,975
L2,29,mm,9740,975
d,32,mm,9741,975
d1,25,mm,9741,975
PN,16,bar,9741,975
G,1¼,inch,9741,975
z1,27,mm,9741,975
z2,10,mm,9741,975
z3,30,mm,9741,975
D,58,mm,9741,975
L1,49,mm,9741,975
L2,33,mm,9741,975
d,32,mm,9742,975
d1,25,mm,9742,975
PN,16,bar,9742,975
G,1¼,inch,9742,975
z1,27,mm,9742,975
z2,10,mm,9742,975
z3,30,mm,9742,975
D,58,mm,9742,975
L1,49,mm,9742,975
L2,33,mm,9742,975
d,40,mm,9743,975
d1,32,mm,9743,975
PN,16,bar,9743,975
G,2,inch,9743,975
z1,31,mm,9743,975
z2,12,mm,9743,975
z3,35,mm,9743,975
D,74,mm,9743,975
L1,57,mm,9743,975
L2,39,mm,9743,975
d,40,mm,9744,975
d1,32,mm,9744,975
PN,16,bar,9744,975
G,2,inch,9744,975
z1,31,mm,9744,975
z2,12,mm,9744,975
z3,35,mm,9744,975
D,74,mm,9744,975
L1,57,mm,9744,975
L2,39,mm,9744,975
d,50,mm,9745,975
d1,40,mm,9745,975
PN,16,bar,9745,975
G,2¼,inch,9745,975
z1,35,mm,9745,975
z2,14,mm,9745,975
z3,40,mm,9745,975
D,83,mm,9745,975
L1,66,mm,9745,975
L2,46,mm,9745,975
d,50,mm,9746,975
d1,40,mm,9746,975
PN,16,bar,9746,975
G,2¼,inch,9746,975
z1,35,mm,9746,975
z2,14,mm,9746,975
z3,40,mm,9746,975
D,83,mm,9746,975
L1,66,mm,9746,975
L2,46,mm,9746,975
d,63,mm,9747,975
d1,50,mm,9747,975
PN,16,bar,9747,975
G,2½,inch,9747,975
z1,39,mm,9747,975
z2,18,mm,9747,975
z3,46,mm,9747,975
D,100,mm,9747,975
L1,77,mm,9747,975
L2,58,mm,9747,975
d,63,mm,9748,975
d1,50,mm,9748,975
PN,16,bar,9748,975
G,2½,inch,9748,975
z1,39,mm,9748,975
z2,18,mm,9748,975
z3,46,mm,9748,975
D,100,mm,9748,975
L1,77,mm,9748,975
L2,58,mm,9748,975
Zoll,⅜,inch,9690,976
D,31,mm,9690,976
L,19,mm,9690,976
s,27,mm,9690,976
Zoll,½,inch,9691,976
D,37,mm,9691,976
L,21,mm,9691,976
s,32,mm,9691,976
Zoll,¾,inch,9692,976
D,42,mm,9692,976
L,24,mm,9692,976
s,36,mm,9692,976
Zoll,1,inch,9693,976
D,50,mm,9693,976
L,26,mm,9693,976
s,46,mm,9693,976
Zoll,1 ¼,inch,9694,976
D,60,mm,9694,976
L,29,mm,9694,976
s,55,mm,9694,976
Zoll,1 ½,inch,9695,976
D,65,mm,9695,976
L,31,mm,9695,976
s,60,mm,9695,976
Zoll,2,inch,9696,976
D,81,mm,9696,976
L,36,mm,9696,976
s,75,mm,9696,976
d,20,mm,9593,977
D,25,mm,9593,977
z1,17,mm,9593,977
z2,17,mm,9593,977
D1,40,mm,9593,977
L,70,mm,9593,977
S,25,mm,9593,977
Gewinde,R ½,inch,9593,977
d,25,mm,9594,977
D,32,mm,9594,977
z1,19,mm,9594,977
z2,19,mm,9594,977
D1,50,mm,9594,977
L,83,mm,9594,977
S,30,mm,9594,977
Gewinde,R ¾,inch,9594,977
d,32,mm,9595,977
D,40,mm,9595,977
z1,22,mm,9595,977
z2,23,mm,9595,977
D1,59,mm,9595,977
L,96,mm,9595,977
S,36,mm,9595,977
Gewinde,R 1,inch,9595,977
d,16,mm,9756,978
Zoll,⅜,inch,9756,978
d1,⅜,inch,9756,978
PN,16,bar,9756,978
G,¾,inch,9756,978
z1,3,mm,9756,978
z2,10,mm,9756,978
D,35,mm,9756,978
L1,22,mm,9756,978
L2,24,mm,9756,978
d,20,mm,9757,978
Zoll,½,inch,9757,978
d1,½,inch,9757,978
PN,16,bar,9757,978
G,1,inch,9757,978
z1,3,mm,9757,978
z2,10,mm,9757,978
D,43,mm,9757,978
L1,25,mm,9757,978
L2,26,mm,9757,978
d,25,mm,9758,978
Zoll,½,inch,9758,978
d1,½,inch,9758,978
PN,16,bar,9758,978
G,1¼,inch,9758,978
z1,3,mm,9758,978
z2,10,mm,9758,978
D,51,mm,9758,978
L1,28,mm,9758,978
L2,29,mm,9758,978
d,32,mm,9759,978
Zoll,1,inch,9759,978
d1,1,inch,9759,978
PN,16,bar,9759,978
G,1½,inch,9759,978
z1,3,mm,9759,978
z2,10,mm,9759,978
D,58,mm,9759,978
L1,32,mm,9759,978
L2,33,mm,9759,978
d,40,mm,9760,978
Zoll,1¼,inch,9760,978
d1,1¼,inch,9760,978
PN,16,bar,9760,978
G,2,inch,9760,978
z1,3,mm,9760,978
z2,12,mm,9760,978
D,72,mm,9760,978
L1,35,mm,9760,978
L2,39,mm,9760,978
d,50,mm,9761,978
Zoll,1½,inch,9761,978
d1,1½,inch,9761,978
PN,16,bar,9761,978
G,2¼,inch,9761,978
z1,3,mm,9761,978
z2,14,mm,9761,978
D,83,mm,9761,978
L1,38,mm,9761,978
L2,46,mm,9761,978
d,63,mm,9762,978
Zoll,2,inch,9762,978
d1,2,inch,9762,978
PN,16,bar,9762,978
G,2½,inch,9762,978
z1,3,mm,9762,978
z2,18,mm,9762,978
D,100,mm,9762,978
L1,41,mm,9762,978
L2,58,mm,9762,978
d,20,mm,9608,979
Gewinde,Rp,,9608,979
Zoll,½,Inch,9608,979
D,25,mm,9608,979
PN,16,bar,9608,979
z1,17,mm,9608,979
z2,17,mm,9608,979
D1,40,mm,9608,979
L,70,mm,9608,979
S,25,mm,9608,979
d,25,mm,9609,979
Gewinde,Rp,,9609,979
Zoll,¾,Inch,9609,979
D,32,mm,9609,979
PN,16,bar,9609,979
z1,19,mm,9609,979
z2,19,mm,9609,979
D1,50,mm,9609,979
L,83,mm,9609,979
S,30,mm,9609,979
d,32,mm,9610,979
Gewinde,Rp,,9610,979
Zoll,1,Inch,9610,979
D,40,mm,9610,979
PN,16,bar,9610,979
z1,22,mm,9610,979
z2,23,mm,9610,979
D1,59,mm,9610,979
L,96,mm,9610,979
S,36,mm,9610,979
d,10,mm,9763,980
PN,16,bar,9763,980
z2,9,mm,9763,980
L2,22,mm,9763,980
D,31,mm,9763,980
L1,10,mm,9763,980
G/Tr,5/8,inch,9763,980
Gewicht,"0,020",kg,9763,980
d,10,mm,9764,980
PN,16,bar,9764,980
z2,9,mm,9764,980
L2,22,mm,9764,980
D,31,mm,9764,980
L1,10,mm,9764,980
G/Tr,5/8,inch,9764,980
Gewicht,"0,020",kg,9764,980
d,12,mm,9765,980
PN,16,bar,9765,980
z2,9,mm,9765,980
L2,22,mm,9765,980
D,31,mm,9765,980
L1,15,mm,9765,980
G/Tr,5/8,inch,9765,980
Gewicht,"0,020",kg,9765,980
d,12,mm,9766,980
PN,16,bar,9766,980
z2,9,mm,9766,980
L2,22,mm,9766,980
D,31,mm,9766,980
L1,15,mm,9766,980
G/Tr,5/8,inch,9766,980
Gewicht,"0,020",kg,9766,980
d,16,mm,9767,980
PN,16,bar,9767,980
z2,10,mm,9767,980
L2,24,mm,9767,980
D,35,mm,9767,980
L1,10,mm,9767,980
G/Tr,3/4,inch,9767,980
Gewicht,"0,026",kg,9767,980
d,16,mm,9768,980
PN,16,bar,9768,980
z2,10,mm,9768,980
L2,24,mm,9768,980
D,35,mm,9768,980
L1,10,mm,9768,980
G/Tr,3/4,inch,9768,980
Gewicht,"0,026",kg,9768,980
d,20,mm,9769,980
PN,16,bar,9769,980
z2,10,mm,9769,980
L2,26,mm,9769,980
D,43,mm,9769,980
L1,11,mm,9769,980
G/Tr,1,inch,9769,980
Gewicht,"0,041",kg,9769,980
d,20,mm,9770,980
PN,16,bar,9770,980
z2,10,mm,9770,980
L2,26,mm,9770,980
D,43,mm,9770,980
L1,11,mm,9770,980
G/Tr,1,inch,9770,980
Gewicht,"0,041",kg,9770,980
d,25,mm,9771,980
PN,16,bar,9771,980
z2,10,mm,9771,980
L2,29,mm,9771,980
D,51,mm,9771,980
L1,11,mm,9771,980
G/Tr,"1 1/4""",inch,9771,980
Gewicht,"0,068",kg,9771,980
d,25,mm,9772,980
PN,16,bar,9772,980
z2,10,mm,9772,980
L2,29,mm,9772,980
D,51,mm,9772,980
L1,11,mm,9772,980
G/Tr,"1 1/4""",inch,9772,980
Gewicht,"0,068",kg,9772,980
d,32,mm,9773,980
PN,16,bar,9773,980
z2,10,mm,9773,980
L2,33,mm,9773,980
D,58,mm,9773,980
L1,12,mm,9773,980
G/Tr,1 1/2,inch,9773,980
Gewicht,"0,095",kg,9773,980
d,32,mm,9774,980
PN,16,bar,9774,980
z2,10,mm,9774,980
L2,33,mm,9774,980
D,58,mm,9774,980
L1,12,mm,9774,980
G/Tr,1 1/2,inch,9774,980
Gewicht,"0,095",kg,9774,980
d,40,mm,9775,980
PN,16,bar,9775,980
z2,12,mm,9775,980
L2,39,mm,9775,980
D,72,mm,9775,980
L1,13,mm,9775,980
G/Tr,"2""",inch,9775,980
Gewicht,"0,159",kg,9775,980
d,40,mm,9776,980
PN,16,bar,9776,980
z2,12,mm,9776,980
L2,39,mm,9776,980
D,72,mm,9776,980
L1,13,mm,9776,980
G/Tr,"2""",inch,9776,980
Gewicht,"0,159",kg,9776,980
d,50,mm,9777,980
PN,16,bar,9777,980
z2,14,mm,9777,980
L2,46,mm,9777,980
D,83,mm,9777,980
L1,16,mm,9777,980
G/Tr,2 1/4,inch,9777,980
Gewicht,"0,227",kg,9777,980
d,50,mm,9778,980
PN,16,bar,9778,980
z2,14,mm,9778,980
L2,46,mm,9778,980
D,83,mm,9778,980
L1,16,mm,9778,980
G/Tr,2 1/4,inch,9778,980
Gewicht,"0,227",kg,9778,980
d,63,mm,9779,980
PN,16,bar,9779,980
z2,18,mm,9779,980
L2,58,mm,9779,980
D,100,mm,9779,980
L1,18,mm,9779,980
G/Tr,2 3/4,inch,9779,980
Gewicht,"0,405",kg,9779,980
d,63,mm,9780,980
PN,16,bar,9780,980
z2,18,mm,9780,980
L2,58,mm,9780,980
D,100,mm,9780,980
L1,18,mm,9780,980
G/Tr,2 3/4,inch,9780,980
Gewicht,"0,405",kg,9780,980
d,75,mm,9781,980
PN,10,bar,9781,980
z2,18,mm,9781,980
L2,62,mm,9781,980
D,135,mm,9781,980
L1,22,mm,9781,980
G/Tr,Tr108x5,inch,9781,980
Gewicht,"0,693",kg,9781,980
d,75,mm,9782,980
PN,10,bar,9782,980
z2,18,mm,9782,980
L2,62,mm,9782,980
D,135,mm,9782,980
L1,22,mm,9782,980
G/Tr,Tr108x5,inch,9782,980
Gewicht,"0,693",kg,9782,980
d,90,mm,9783,980
PN,10,bar,9783,980
z2,18,mm,9783,980
L2,69,mm,9783,980
D,158,mm,9783,980
L1,24,mm,9783,980
G/Tr,Tr128x5,inch,9783,980
Gewicht,"1,022",kg,9783,980
d,90,mm,9784,980
PN,10,bar,9784,980
z2,18,mm,9784,980
L2,69,mm,9784,980
D,158,mm,9784,980
L1,24,mm,9784,980
G/Tr,Tr128x5,inch,9784,980
Gewicht,"1,022",kg,9784,980
d,110,mm,9785,980
PN,10,bar,9785,980
z2,11,mm,9785,980
L2,72,mm,9785,980
D,188,mm,9785,980
L1,26,mm,9785,980
G/Tr,TR15x6,inch,9785,980
Gewicht,"1,573",kg,9785,980
d,110,mm,9786,980
PN,10,bar,9786,980
z2,11,mm,9786,980
L2,72,mm,9786,980
D,188,mm,9786,980
L1,26,mm,9786,980
G/Tr,TR15x6,inch,9786,980
Gewicht,"1,573",kg,9786,980
z,7,mm,9668,981
L,27,mm,9668,981
s,22,mm,9668,981
z,7,mm,9669,981
L,29,mm,9669,981
s,27,mm,9669,981
z,9,mm,9670,981
L,35,mm,9670,981
s,32,mm,9670,981
z,9,mm,9671,981
L,39,mm,9671,981
s,36,mm,9671,981
